Bolge,pusula_sirasi,sandikno,parti_adi_kisa,isim,soyisim,ilce,toplam_aldigi_oy_sayisi,toplam_aldigi_karma_oy_sayisi,toplam_aldigi_tercih_sayisi,toplam,Name
Magusa,16,5,CTP,Hülya,Batunlu,LEFKOŞA,76,0,11,87,Magusa
Magusa,1,5,CTP,Asım,Akansoy,GAZİMAĞUSA,76,1,23,100,Magusa
Magusa,2,5,CTP,Seran,Aysal,GAZİMAĞUSA,76,1,22,99,Magusa
Magusa,3,5,CTP,Teberrüken,Uluçay,GAZİMAĞUSA,76,1,23,100,Magusa
Magusa,4,5,CTP,Yasin,Yeni,GAZİMAĞUSA,76,0,7,83,Magusa
Magusa,5,5,CTP,Erkut,Şahali,GAZİMAĞUSA,76,1,29,106,Magusa
Magusa,6,5,CTP,Hamit,Caner,GAZİMAĞUSA,76,0,16,92,Magusa
Magusa,7,5,CTP,Şifa,Çolakoğlu,GAZİMAĞUSA,76,1,17,94,Magusa
Magusa,8,5,CTP,Behcet,Öznacar,GAZİMAĞUSA,76,0,13,89,Magusa
Magusa,9,5,CTP,Ceyhun,Ümiter,GAZİMAĞUSA,76,0,15,91,Magusa
Magusa,10,5,CTP,Gaye,Astan Çoban,GAZİMAĞUSA,76,0,9,85,Magusa
Magusa,11,5,CTP,Derviş,Karaca,GAZİMAĞUSA,76,1,21,98,Magusa
Magusa,12,5,CTP,Cihan,Tunçeli,GAZİMAĞUSA,76,0,6,82,Magusa
Magusa,13,5,CTP,Erkan,Tekeli,GAZİMAĞUSA,76,0,9,85,Magusa
Magusa,1,5,CTP,Ongun,Talat,GİRNE,76,0,22,98,Magusa
Magusa,2,5,CTP,Fikri,Toros,GİRNE,76,0,22,98,Magusa
Magusa,3,5,CTP,Ceyhun,Birinci,GİRNE,76,0,14,90,Magusa
Magusa,4,5,CTP,Fazilet,Özdenefe,GİRNE,76,0,20,96,Magusa
Magusa,5,5,CTP,Salih,Sarpten,GİRNE,76,0,13,89,Magusa
Magusa,6,5,CTP,Pembe,Ardıç,GİRNE,76,0,11,87,Magusa
Magusa,7,5,CTP,Alpay,Çelebi,GİRNE,76,0,13,89,Magusa
Magusa,8,5,CTP,Mahmut,Kanber,GİRNE,76,0,3,79,Magusa
Magusa,9,5,CTP,Özge,Tahiroğlu,GİRNE,76,0,12,88,Magusa
Magusa,10,5,CTP,Niyal,Öztürk,GİRNE,76,0,7,83,Magusa
Magusa,11,5,CTP,Mustafa,İlgen,GİRNE,76,0,8,84,Magusa
Magusa,1,5,CTP,Armağan,Candan,GÜZELYURT,76,0,22,98,Magusa
Magusa,2,5,CTP,Mehmet,Bozer,GÜZELYURT,76,0,2,78,Magusa
Magusa,3,5,CTP,Aslı,Murat,GÜZELYURT,76,1,7,84,Magusa
Magusa,1,5,CTP,Fide,Kürşat,İSKELE,76,0,13,89,Magusa
Magusa,2,5,CTP,Biray,Hamzaoğulları,İSKELE,76,0,14,90,Magusa
Magusa,3,5,CTP,Suphi,Coşkun,İSKELE,76,0,14,90,Magusa
Magusa,4,5,CTP,Fikret,Civisilli,İSKELE,76,0,13,89,Magusa
Magusa,5,5,CTP,Yalçın,Kömürcügil,İSKELE,76,0,2,78,Magusa
Magusa,1,5,CTP,Salahi,Şahiner,LEFKE,76,1,29,106,Magusa
Magusa,2,5,CTP,Tuncay,Sarıyer,LEFKE,76,0,2,78,Magusa
Magusa,1,5,DP,Ali,Tunçtaşlı,LEFKOŞA,8,0,2,10,Magusa
Magusa,2,5,DP,Mert,Taşkın,LEFKOŞA,8,0,1,9,Magusa
Magusa,3,5,DP,Mehmet,Çıldır,LEFKOŞA,8,0,2,10,Magusa
Magusa,4,5,DP,Hasan,Tosunoğlu,LEFKOŞA,8,0,2,10,Magusa
Magusa,5,5,DP,Serhan,Aktunç,LEFKOŞA,8,0,1,9,Magusa
Magusa,6,5,DP,Özlem,Dinçoğlu,LEFKOŞA,8,0,1,9,Magusa
Magusa,7,5,DP,Sinem,Tip,LEFKOŞA,8,0,2,10,Magusa
Magusa,8,5,DP,Funda,Özsakınç,LEFKOŞA,8,0,1,9,Magusa
Magusa,9,5,DP,İnanç,Babaliki,LEFKOŞA,8,0,0,8,Magusa
Magusa,10,5,DP,Hüseyin,Akcan,LEFKOŞA,8,0,0,8,Magusa
Magusa,11,5,DP,Fatma,Öztürk Çatal,LEFKOŞA,8,0,0,8,Magusa
Magusa,12,5,DP,Ali,Horoz,LEFKOŞA,8,0,0,8,Magusa
Magusa,13,5,DP,Mehmet,Ortak,LEFKOŞA,8,0,1,9,Magusa
Magusa,14,5,DP,Emel,Sayar,LEFKOŞA,8,0,1,9,Magusa
Magusa,15,5,DP,Çetin,Sadeli,LEFKOŞA,8,0,1,9,Magusa
Magusa,16,5,DP,Mete,Bayramoğlu,LEFKOŞA,8,0,1,9,Magusa
Magusa,1,5,DP,Fikri,Ataoğlu,GAZİMAĞUSA,8,0,2,10,Magusa
Magusa,2,5,DP,Mücahit,Kaya,GAZİMAĞUSA,8,0,2,10,Magusa
Magusa,3,5,DP,Şirin,Zaimağaoğlu,GAZİMAĞUSA,8,0,2,10,Magusa
Magusa,4,5,DP,Mehmet,Hasgüler,GAZİMAĞUSA,8,0,0,8,Magusa
Magusa,5,5,DP,Ahmet,Demirel,GAZİMAĞUSA,8,0,0,8,Magusa
Magusa,6,5,DP,Ömer,Gökel,GAZİMAĞUSA,8,0,0,8,Magusa
Magusa,7,5,DP,Fikret,Deniz,GAZİMAĞUSA,8,0,1,9,Magusa
Magusa,8,5,DP,Nuray,Uncu,GAZİMAĞUSA,8,0,2,10,Magusa
Magusa,9,5,DP,Benek,Çağakanlı,GAZİMAĞUSA,8,0,0,8,Magusa
Magusa,10,5,DP,Ali Anıl,Yüce,GAZİMAĞUSA,8,0,1,9,Magusa
Magusa,11,5,DP,Soyhan,Bilgeer,GAZİMAĞUSA,8,0,1,9,Magusa
Magusa,12,5,DP,Alpaslan,Diktaş,GAZİMAĞUSA,8,0,0,8,Magusa
Magusa,13,5,DP,Leyla,Avğın,GAZİMAĞUSA,8,0,1,9,Magusa
Magusa,1,5,DP,Serhat,Akpınar,GİRNE,8,0,2,10,Magusa
Magusa,2,5,DP,Hande,Kayasal Çelikden,GİRNE,8,0,1,9,Magusa
Magusa,3,5,DP,Redif,Nurel,GİRNE,8,0,1,9,Magusa
Magusa,4,5,DP,Harun,Demir,GİRNE,8,0,0,8,Magusa
Magusa,5,5,DP,Cemre,Seziner,GİRNE,8,0,1,9,Magusa
Magusa,6,5,DP,Orsel,Neşe,GİRNE,8,0,0,8,Magusa
Magusa,7,5,DP,Enver,Hoca,GİRNE,8,0,2,10,Magusa
Magusa,8,5,DP,Aslı,Babayiğit Cansız,GİRNE,8,0,2,10,Magusa
Magusa,9,5,DP,Arif,Uzunali,GİRNE,8,0,0,8,Magusa
Magusa,10,5,DP,Atilla,Deva,GİRNE,8,0,0,8,Magusa
Magusa,11,5,DP,Nazim,Arslan,GİRNE,8,0,1,9,Magusa
Magusa,1,5,DP,Rahme,Öğütveren,GÜZELYURT,8,0,1,9,Magusa
Magusa,2,5,DP,Erkan,Kaya,GÜZELYURT,8,0,0,8,Magusa
Magusa,3,5,DP,Eliz,Fellahoğlu,GÜZELYURT,8,0,0,8,Magusa
Magusa,1,5,DP,Mine,Emiroğlu,İSKELE,8,0,1,9,Magusa
Magusa,2,5,DP,Maşallah,Cihangir,İSKELE,8,0,1,9,Magusa
Magusa,3,5,DP,Hür,Alevkayalı,İSKELE,8,0,0,8,Magusa
Magusa,4,5,DP,Musa,Nurçin,İSKELE,8,0,0,8,Magusa
Magusa,5,5,DP,Çağla,Eroğlu,İSKELE,8,0,0,8,Magusa
Magusa,1,5,DP,Gürsel,Bağlaş,LEFKE,8,0,1,9,Magusa
Magusa,2,5,DP,Hüseyin,Turaç,LEFKE,8,0,0,8,Magusa
Magusa,1,5,TKP,Mehmet,Çakıcı,LEFKOŞA,1,0,0,1,Magusa
Magusa,2,5,TKP,Ersen,Sururi,LEFKOŞA,1,0,0,1,Magusa
Magusa,3,5,TKP,İlke Özgür,Davulcu,LEFKOŞA,1,0,0,1,Magusa
Magusa,4,5,TKP,Zühal,Koreli,LEFKOŞA,1,0,0,1,Magusa
Magusa,5,5,TKP,Ayşe,Buran,LEFKOŞA,1,0,0,1,Magusa
Magusa,6,5,TKP,Sami,Dayıoğlu,LEFKOŞA,1,0,0,1,Magusa
Magusa,7,5,TKP,İlker,Balkır,LEFKOŞA,1,0,0,1,Magusa
Magusa,8,5,TKP,Ahmet,Kablan,LEFKOŞA,1,0,0,1,Magusa
Magusa,9,5,TKP,Hakkı,Demir,LEFKOŞA,1,0,0,1,Magusa
Magusa,10,5,TKP,Yalçın,Ertugan,LEFKOŞA,1,0,0,1,Magusa
Magusa,11,5,TKP,Naile,Acar,LEFKOŞA,1,0,0,1,Magusa
Magusa,12,5,TKP,Fezile,Özataç,LEFKOŞA,1,0,0,1,Magusa
Magusa,13,5,TKP,Korhan,Şakir,LEFKOŞA,1,0,0,1,Magusa
Magusa,14,5,TKP,Yeşim,Uludağ Mertli,LEFKOŞA,1,0,0,1,Magusa
Magusa,15,5,TKP,Safiye,Aydın,LEFKOŞA,1,0,0,1,Magusa
Magusa,16,5,TKP,Mehmet,Eş,LEFKOŞA,1,0,0,1,Magusa
Magusa,1,5,TKP,Mustafa,Emiroğluları,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,2,5,TKP,Asiye,Beyaz,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,3,5,TKP,Emin,Soyal,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,4,5,TKP,Hüseyin,Hakansoy,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,5,5,TKP,Umut,Kadı,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,6,5,TKP,Zeynep,Dönmez,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,7,5,TKP,Ayhan,Çakıcı Eş,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,8,5,TKP,Mahir,Demir,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,9,5,TKP,Yasin,Zateroğulları,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,10,5,TKP,Ali,Özaltın,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,11,5,TKP,Emir,Genç,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,12,5,TKP,Üzeyir,Köstü,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,13,5,TKP,Azat,Kızıl,GAZİMAĞUSA,1,0,0,1,Magusa
Magusa,1,5,TKP,Yurdaer,Garip,GİRNE,1,0,0,1,Magusa
Magusa,2,5,TKP,Sevilay,Dolmacı,GİRNE,1,0,0,1,Magusa
Magusa,3,5,TKP,Seral,Çetindal,GİRNE,1,0,0,1,Magusa
Magusa,4,5,TKP,Salih,Ataser,GİRNE,1,0,0,1,Magusa
Magusa,5,5,TKP,Fatma,Köroğlu,GİRNE,1,0,0,1,Magusa
Magusa,6,5,TKP,Şefik,Dereli,GİRNE,1,0,0,1,Magusa
Magusa,7,5,TKP,Celil,Akarpınar,GİRNE,1,0,0,1,Magusa
Magusa,8,5,TKP,Muhammet,Gözay,GİRNE,1,0,0,1,Magusa
Magusa,9,5,TKP,Hülya,Kasap,GİRNE,1,0,0,1,Magusa
Magusa,10,5,TKP,Hüseyin,Özdurak,GİRNE,1,0,0,1,Magusa
Magusa,11,5,TKP,Gonca,Çağlar Şar,GİRNE,1,0,0,1,Magusa
Magusa,1,5,TKP,Dilek Ötün,Say,GÜZELYURT,1,0,0,1,Magusa
Magusa,2,5,TKP,Gönül,Kargılı,GÜZELYURT,1,0,0,1,Magusa
Magusa,3,5,TKP,Şifa,Ulutaş,GÜZELYURT,1,0,0,1,Magusa
Magusa,1,5,TKP,Kemal,Yıldız,İSKELE,1,0,0,1,Magusa
Magusa,2,5,TKP,Hüsnü,Arslanyürek,İSKELE,1,0,0,1,Magusa
Magusa,3,5,TKP,Cennet,Güneri,İSKELE,1,0,0,1,Magusa
Magusa,4,5,TKP,İdris,Koç,İSKELE,1,0,0,1,Magusa
Magusa,5,5,TKP,Fatih,Bulut,İSKELE,1,0,0,1,Magusa
Magusa,1,5,TKP,Tayfur,Demirci,LEFKE,1,0,0,1,Magusa
Magusa,2,5,TKP,Hurşit,Öztemiz,LEFKE,1,0,0,1,Magusa
Magusa,1,5,BY,Cansu,N.Nazlı,LEFKOŞA,0,1,0,1,Magusa
Magusa,2,5,BY,Mustafa,Erk,LEFKOŞA,0,1,0,1,Magusa
Magusa,3,5,BY,Cemre,İpçiler,LEFKOŞA,0,1,0,1,Magusa
Magusa,4,5,BY,Münür,Rahvancıoğlu,LEFKOŞA,0,1,0,1,Magusa
Magusa,5,5,BY,Özlem,Deligöz,LEFKOŞA,0,1,0,1,Magusa
Magusa,6,5,BY,Ahmet,Karakaşlı,LEFKOŞA,0,0,0,0,Magusa
Magusa,7,5,BY,Nazen,Şansal,LEFKOŞA,0,1,0,1,Magusa
Magusa,8,5,BY,Gazi,Gök,LEFKOŞA,0,0,0,0,Magusa
Magusa,9,5,BY,Fatma,Sezikli,LEFKOŞA,0,1,0,1,Magusa
Magusa,10,5,BY,Tahsin,Oygar,LEFKOŞA,0,0,0,0,Magusa
Magusa,11,5,BY,Sunalp,Asena,LEFKOŞA,0,1,0,1,Magusa
Magusa,12,5,BY,Aziz,Güven,LEFKOŞA,0,0,0,0,Magusa
Magusa,13,5,BY,Behiç,Anibal,LEFKOŞA,0,0,0,0,Magusa
Magusa,14,5,BY,Mustafa Bülent,Çakır,LEFKOŞA,0,0,0,0,Magusa
Magusa,15,5,BY,Evren,Cem,LEFKOŞA,0,0,0,0,Magusa
Magusa,16,5,BY,Mustafa,Keleşzade,LEFKOŞA,0,0,0,0,Magusa
Magusa,1,5,BY,Sabahat,Aydıç,GAZİMAĞUSA,0,1,0,1,Magusa
Magusa,2,5,BY,Yusuf Bülent,Yüksel,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,3,5,BY,Sevgül,Uzkan,GAZİMAĞUSA,0,1,0,1,Magusa
Magusa,4,5,BY,Hüseyin,Akçengel,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,5,5,BY,Melisa,Koloz,GAZİMAĞUSA,0,1,0,1,Magusa
Magusa,6,5,BY,Ahmet,Güvenler,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,7,5,BY,Serap,Kedi,GAZİMAĞUSA,0,1,0,1,Magusa
Magusa,8,5,BY,Hilmi,Buruk,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,9,5,BY,Umut,Ersoy,GAZİMAĞUSA,0,1,0,1,Magusa
Magusa,10,5,BY,Hasan Çağın,Tezbaşar,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,11,5,BY,Cenk,Tuncay,GAZİMAĞUSA,0,1,0,1,Magusa
Magusa,12,5,BY,Arif,Bayraktar,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,13,5,BY,Tağmaç,Özberk,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,1,5,BY,Zimzer,Sertel,GİRNE,0,1,0,1,Magusa
Magusa,2,5,BY,İbrahim,Bulut,GİRNE,0,1,0,1,Magusa
Magusa,3,5,BY,Ayla,Aydoğan Gökay,GİRNE,0,1,0,1,Magusa
Magusa,4,5,BY,Yusuf Özgü,Sertel,GİRNE,0,0,0,0,Magusa
Magusa,5,5,BY,Haydar,Dolmacı,GİRNE,0,1,0,1,Magusa
Magusa,6,5,BY,Güngör,Acar,GİRNE,0,0,0,0,Magusa
Magusa,7,5,BY,Enver Timur,Gürzap,GİRNE,0,0,0,0,Magusa
Magusa,8,5,BY,Halil İbrahim,Keleşzade,GİRNE,0,0,0,0,Magusa
Magusa,9,5,BY,Gülertan,Aşık,GİRNE,0,1,0,1,Magusa
Magusa,10,5,BY,Salih,Hayaloğlu,GİRNE,0,0,0,0,Magusa
Magusa,11,5,BY,Mustafa,Batak,GİRNE,0,1,0,1,Magusa
Magusa,1,5,BY,Nil,Çukurovalı Özkızan,GÜZELYURT,0,0,0,0,Magusa
Magusa,2,5,BY,Neriman,Çukurovalı,GÜZELYURT,0,0,0,0,Magusa
Magusa,3,5,BY,Meryem,Nazlı,GÜZELYURT,0,1,0,1,Magusa
Magusa,1,5,BY,Zekiye,Şentürkler,İSKELE,0,0,0,0,Magusa
Magusa,2,5,BY,Hakan,Tanıttıran,İSKELE,0,0,0,0,Magusa
Magusa,3,5,BY,Nermin,Sontaş,İSKELE,0,0,0,0,Magusa
Magusa,4,5,BY,Memet,Kılıç,İSKELE,0,0,0,0,Magusa
Magusa,5,5,BY,Bülent,Kurt,İSKELE,0,0,0,0,Magusa
Magusa,1,5,BY,Feray,Yalçuk,LEFKE,0,0,0,0,Magusa
Magusa,2,5,BY,Hüseyin,Tezbaşar,LEFKE,0,0,0,0,Magusa
Magusa,1,5,YDP,Enver,Öztürk,LEFKOŞA,4,0,1,5,Magusa
Magusa,2,5,YDP,Talip,Atalay,LEFKOŞA,4,0,0,4,Magusa
Magusa,3,5,YDP,Eda,Yenen,LEFKOŞA,4,0,2,6,Magusa
Magusa,4,5,YDP,Subhi,Asiltürk,LEFKOŞA,4,0,1,5,Magusa
Magusa,5,5,YDP,Kadir,Yel,LEFKOŞA,4,0,1,5,Magusa
Magusa,6,5,YDP,Yılmaz,Kaldırım,LEFKOŞA,4,0,2,6,Magusa
Magusa,7,5,YDP,Erşah Sabit,Yılmaz,LEFKOŞA,4,0,0,4,Magusa
Magusa,8,5,YDP,Özen,Topçu,LEFKOŞA,4,0,1,5,Magusa
Magusa,9,5,YDP,Ali,Yenen,LEFKOŞA,4,0,2,6,Magusa
Magusa,10,5,YDP,Özlem Ayşe,Doğandemir,LEFKOŞA,4,0,1,5,Magusa
Magusa,11,5,YDP,Mustafa,Yeşil,LEFKOŞA,4,0,0,4,Magusa
Magusa,12,5,YDP,Ömer,Yayla,LEFKOŞA,4,0,1,5,Magusa
Magusa,13,5,YDP,Banu,Bozlakoğlu,LEFKOŞA,4,0,1,5,Magusa
Magusa,14,5,YDP,Hüseyin,Gürlek,LEFKOŞA,4,0,1,5,Magusa
Magusa,15,5,YDP,Metin,Akar,LEFKOŞA,4,0,1,5,Magusa
Magusa,16,5,YDP,Zeynep Sinem,Keser,LEFKOŞA,4,0,1,5,Magusa
Magusa,1,5,YDP,Erhan,Arıklı,GAZİMAĞUSA,4,0,2,6,Magusa
Magusa,2,5,YDP,Durdane,Abi Acı,GAZİMAĞUSA,4,0,2,6,Magusa
Magusa,3,5,YDP,İlter,Ömeroğlu,GAZİMAĞUSA,4,0,2,6,Magusa
Magusa,4,5,YDP,Habibe,Çetin,GAZİMAĞUSA,4,0,1,5,Magusa
Magusa,5,5,YDP,Kenan,Akın,GAZİMAĞUSA,4,0,2,6,Magusa
Magusa,6,5,YDP,Hatice,Seçkin,GAZİMAĞUSA,4,0,0,4,Magusa
Magusa,7,5,YDP,İbrahim Halil,Akçabay,GAZİMAĞUSA,4,0,1,5,Magusa
Magusa,8,5,YDP,Ali,Yakar,GAZİMAĞUSA,4,0,0,4,Magusa
Magusa,9,5,YDP,Mahmut,Hayta,GAZİMAĞUSA,4,0,1,5,Magusa
Magusa,10,5,YDP,Tamer,Karakaşlı,GAZİMAĞUSA,4,0,1,5,Magusa
Magusa,11,5,YDP,Kansu,Aksu,GAZİMAĞUSA,4,0,0,4,Magusa
Magusa,12,5,YDP,Arzu,Pürtül,GAZİMAĞUSA,4,0,0,4,Magusa
Magusa,13,5,YDP,Sema,Kelebek,GAZİMAĞUSA,4,0,0,4,Magusa
Magusa,1,5,YDP,Ramazan,Karal,GİRNE,4,0,2,6,Magusa
Magusa,2,5,YDP,Reyhan,Aydın,GİRNE,4,0,1,5,Magusa
Magusa,3,5,YDP,Ercan,Turhan,GİRNE,4,0,2,6,Magusa
Magusa,4,5,YDP,Fatma,Bahadır,GİRNE,4,0,1,5,Magusa
Magusa,5,5,YDP,Mehmet,Tunçtürk,GİRNE,4,0,1,5,Magusa
Magusa,6,5,YDP,Şerif,Yeşil,GİRNE,4,0,0,4,Magusa
Magusa,7,5,YDP,Fatma,Baysal,GİRNE,4,0,2,6,Magusa
Magusa,8,5,YDP,Güller,Karamalli,GİRNE,4,0,0,4,Magusa
Magusa,9,5,YDP,Nurşah,Çiftçi,GİRNE,4,0,1,5,Magusa
Magusa,10,5,YDP,Süleyman,Çakır,GİRNE,4,0,0,4,Magusa
Magusa,11,5,YDP,Sami,Güneş,GİRNE,4,0,0,4,Magusa
Magusa,1,5,YDP,Elmas,Süzgen,GÜZELYURT,4,0,1,5,Magusa
Magusa,2,5,YDP,Hakan,Bozkurt,GÜZELYURT,4,0,1,5,Magusa
Magusa,3,5,YDP,Gökhan,Saraç,GÜZELYURT,4,0,0,4,Magusa
Magusa,1,5,YDP,Neslihan,Vural,İSKELE,4,0,1,5,Magusa
Magusa,2,5,YDP,Aykut,Günel,İSKELE,4,0,1,5,Magusa
Magusa,3,5,YDP,Arif,Özbayrak,İSKELE,4,0,1,5,Magusa
Magusa,4,5,YDP,Hakkı,Kandemir,İSKELE,4,0,0,4,Magusa
Magusa,5,5,YDP,Sefa,Kurukafa,İSKELE,4,0,1,5,Magusa
Magusa,1,5,YDP,Nejla,Gazi,LEFKE,4,0,2,6,Magusa
Magusa,2,5,YDP,Lisani,Yalçuk,LEFKE,4,0,0,4,Magusa
Magusa,1,5,HP,Kudret,Özersay,LEFKOŞA,6,0,1,7,Magusa
Magusa,2,5,HP,Gülşah,Sanver Manavoğlu,LEFKOŞA,6,0,1,7,Magusa
Magusa,3,5,HP,Serhat,Kotak,LEFKOŞA,6,0,1,7,Magusa
Magusa,4,5,HP,Teksen,Köroğlu,LEFKOŞA,6,0,0,6,Magusa
Magusa,5,5,HP,Kürşat,Köseoğlu,LEFKOŞA,6,0,0,6,Magusa
Magusa,6,5,HP,Devran,Vudalı,LEFKOŞA,6,0,1,7,Magusa
Magusa,7,5,HP,Ersin,Tünay,LEFKOŞA,6,0,0,6,Magusa
Magusa,8,5,HP,Özgül,Çırakoğlu,LEFKOŞA,6,0,3,9,Magusa
Magusa,9,5,HP,Mustafa,Kendir,LEFKOŞA,6,0,3,9,Magusa
Magusa,10,5,HP,Ahmet,Dağcın,LEFKOŞA,6,0,3,9,Magusa
Magusa,11,5,HP,Batuhan,Cantay,LEFKOŞA,6,0,3,9,Magusa
Magusa,12,5,HP,Leman Nihan,Pekgüleryüz,LEFKOŞA,6,0,2,8,Magusa
Magusa,13,5,HP,Zühal,Tunalı,LEFKOŞA,6,0,2,8,Magusa
Magusa,14,5,HP,Volkan Bilal,Emirkanı,LEFKOŞA,6,0,2,8,Magusa
Magusa,15,5,HP,Ülkü,Biranlı,LEFKOŞA,6,0,2,8,Magusa
Magusa,16,5,HP,Yıldız,Büyükçolpan Yılmaz,LEFKOŞA,6,0,0,6,Magusa
Magusa,1,5,HP,Ayşegül,Baybars,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,2,5,HP,Berna,Çelik Doğruyol,GAZİMAĞUSA,6,0,0,6,Magusa
Magusa,3,5,HP,Arda,Kalfaoğlu,GAZİMAĞUSA,6,0,0,6,Magusa
Magusa,4,5,HP,Tolga,Özçelik,GAZİMAĞUSA,6,0,0,6,Magusa
Magusa,5,5,HP,Ethem,Akmercan,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,6,5,HP,Raif,İlkman,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,7,5,HP,Hüseyin,Tabur,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,8,5,HP,Oğuz,Akançay,GAZİMAĞUSA,6,0,3,9,Magusa
Magusa,9,5,HP,Çiler,Demirtay,GAZİMAĞUSA,6,0,3,9,Magusa
Magusa,10,5,HP,İlknur,Çetinkaya,GAZİMAĞUSA,6,0,3,9,Magusa
Magusa,11,5,HP,N.Elçin,Erbay,GAZİMAĞUSA,6,0,2,8,Magusa
Magusa,12,5,HP,Orhan,Delikuş,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,13,5,HP,Recep,Sayım,GAZİMAĞUSA,6,0,2,8,Magusa
Magusa,1,5,HP,Erek,Çağatay,GİRNE,6,0,2,8,Magusa
Magusa,2,5,HP,Jale,Refik Rogers,GİRNE,6,0,2,8,Magusa
Magusa,3,5,HP,Ahmet,Tokatlıoğlu,GİRNE,6,0,2,8,Magusa
Magusa,4,5,HP,Yusuf,Avcıoğlu,GİRNE,6,0,1,7,Magusa
Magusa,5,5,HP,Ledün,Caymaz,GİRNE,6,0,2,8,Magusa
Magusa,6,5,HP,Hasret,Balcıoğlu,GİRNE,6,0,1,7,Magusa
Magusa,7,5,HP,Aydın,Erhuy,GİRNE,6,0,2,8,Magusa
Magusa,8,5,HP,Erhan,Onuralp,GİRNE,6,0,0,6,Magusa
Magusa,9,5,HP,Muhammet,Ercan,GİRNE,6,0,0,6,Magusa
Magusa,10,5,HP,Bahadır,Ünlü,GİRNE,6,0,1,7,Magusa
Magusa,11,5,HP,Derya,Hoca,GİRNE,6,0,2,8,Magusa
Magusa,1,5,HP,Ramadan,Durmazer,GÜZELYURT,6,0,2,8,Magusa
Magusa,2,5,HP,Mazlum,Kortaş,GÜZELYURT,6,0,0,6,Magusa
Magusa,3,5,HP,Salahiddin,İskifoğlu,GÜZELYURT,6,0,0,6,Magusa
Magusa,1,5,HP,Ercan,Beşerler,İSKELE,6,0,2,8,Magusa
Magusa,2,5,HP,Kani,Buranay,İSKELE,6,0,1,7,Magusa
Magusa,3,5,HP,Emin,Onuş,İSKELE,6,0,0,6,Magusa
Magusa,4,5,HP,Havva,Elkovan,İSKELE,6,0,2,8,Magusa
Magusa,5,5,HP,Hanife,Demir,İSKELE,6,0,1,7,Magusa
Magusa,1,5,HP,Özdemir,Şanlıdağ,LEFKE,6,0,2,8,Magusa
Magusa,2,5,HP,Safure,Deniz,LEFKE,6,0,1,7,Magusa
Magusa,1,5,TDP,Cemal Gürsel,Özyiğit,LEFKOŞA,4,0,1,5,Magusa
Magusa,2,5,TDP,Halil,Hızal,LEFKOŞA,4,0,0,4,Magusa
Magusa,3,5,TDP,Nalan,Ersümer Aktan,LEFKOŞA,4,0,0,4,Magusa
Magusa,4,5,TDP,Safiye,Özaltıner,LEFKOŞA,4,0,1,5,Magusa
Magusa,5,5,TDP,Filiz,Uzun,LEFKOŞA,4,0,1,5,Magusa
Magusa,6,5,TDP,Mustafa,Yenigüç,LEFKOŞA,4,0,0,4,Magusa
Magusa,7,5,TDP,Çelen,Çağansoy,LEFKOŞA,4,0,0,4,Magusa
Magusa,8,5,TDP,Aytaç Ali,Baklacı,LEFKOŞA,4,0,0,4,Magusa
Magusa,9,5,TDP,H.Doğa,Yalçın,LEFKOŞA,4,0,0,4,Magusa
Magusa,10,5,TDP,Yeşim,İlkan,LEFKOŞA,4,0,1,5,Magusa
Magusa,11,5,TDP,Mehmet,Burhan,LEFKOŞA,4,0,0,4,Magusa
Magusa,12,5,TDP,Nevzat,Özkunt,LEFKOŞA,4,0,0,4,Magusa
Magusa,13,5,TDP,Aktan,Erdoğa,LEFKOŞA,4,0,1,5,Magusa
Magusa,14,5,TDP,Kamil,Yayıcı,LEFKOŞA,4,0,1,5,Magusa
Magusa,15,5,TDP,Ömer,Metbulut,LEFKOŞA,4,0,1,5,Magusa
Magusa,16,5,TDP,Tuğçe,Özmert,LEFKOŞA,4,0,1,5,Magusa
Magusa,1,5,TDP,Yeşim,Dede,GAZİMAĞUSA,4,0,1,5,Magusa
Magusa,2,5,TDP,Yasemin,Çobanoğlu,GAZİMAĞUSA,4,0,1,5,Magusa
