Bolge,pusula_sirasi,sandikno,parti_adi_kisa,isim,soyisim,ilce,toplam_aldigi_oy_sayisi,toplam_aldigi_karma_oy_sayisi,toplam_aldigi_tercih_sayisi,toplam,Name
Lefkosa,12,1,YDP,Arzu,Pürtül,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,13,1,YDP,Sema,Kelebek,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,1,1,YDP,Ramazan,Karal,GİRNE,0,0,0,0,Lefkosa
Lefkosa,2,1,YDP,Reyhan,Aydın,GİRNE,0,0,0,0,Lefkosa
Lefkosa,3,1,YDP,Ercan,Turhan,GİRNE,0,0,0,0,Lefkosa
Lefkosa,4,1,YDP,Fatma,Bahadır,GİRNE,0,0,0,0,Lefkosa
Lefkosa,5,1,YDP,Mehmet,Tunçtürk,GİRNE,0,0,0,0,Lefkosa
Lefkosa,6,1,YDP,Şerif,Yeşil,GİRNE,0,0,0,0,Lefkosa
Lefkosa,7,1,YDP,Fatma,Baysal,GİRNE,0,0,0,0,Lefkosa
Lefkosa,8,1,YDP,Güller,Karamalli,GİRNE,0,0,0,0,Lefkosa
Lefkosa,9,1,YDP,Nurşah,Çiftçi,GİRNE,0,0,0,0,Lefkosa
Lefkosa,10,1,YDP,Süleyman,Çakır,GİRNE,0,0,0,0,Lefkosa
Lefkosa,11,1,YDP,Sami,Güneş,GİRNE,0,0,0,0,Lefkosa
Lefkosa,1,1,YDP,Elmas,Süzgen,GÜZELYURT,0,0,0,0,Lefkosa
Lefkosa,2,1,YDP,Hakan,Bozkurt,GÜZELYURT,0,0,0,0,Lefkosa
Lefkosa,3,1,YDP,Gökhan,Saraç,GÜZELYURT,0,0,0,0,Lefkosa
Lefkosa,1,1,YDP,Neslihan,Vural,İSKELE,0,0,0,0,Lefkosa
Lefkosa,2,1,YDP,Aykut,Günel,İSKELE,0,0,0,0,Lefkosa
Lefkosa,3,1,YDP,Arif,Özbayrak,İSKELE,0,0,0,0,Lefkosa
Lefkosa,4,1,YDP,Hakkı,Kandemir,İSKELE,0,0,0,0,Lefkosa
Lefkosa,5,1,YDP,Sefa,Kurukafa,İSKELE,0,0,0,0,Lefkosa
Lefkosa,1,1,YDP,Nejla,Gazi,LEFKE,0,0,0,0,Lefkosa
Lefkosa,2,1,YDP,Lisani,Yalçuk,LEFKE,0,0,0,0,Lefkosa
Lefkosa,1,1,HP,Kudret,Özersay,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,2,1,HP,Gülşah,Sanver Manavoğlu,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,3,1,HP,Serhat,Kotak,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,4,1,HP,Teksen,Köroğlu,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,5,1,HP,Kürşat,Köseoğlu,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,6,1,HP,Devran,Vudalı,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,7,1,HP,Ersin,Tünay,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,8,1,HP,Özgül,Çırakoğlu,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,9,1,HP,Mustafa,Kendir,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,10,1,HP,Ahmet,Dağcın,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,11,1,HP,Batuhan,Cantay,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,12,1,HP,Leman Nihan,Pekgüleryüz,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,13,1,HP,Zühal,Tunalı,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,14,1,HP,Volkan Bilal,Emirkanı,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,15,1,HP,Ülkü,Biranlı,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,16,1,HP,Yıldız,Büyükçolpan Yılmaz,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,1,1,HP,Ayşegül,Baybars,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,2,1,HP,Berna,Çelik Doğruyol,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,3,1,HP,Arda,Kalfaoğlu,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,4,1,HP,Tolga,Özçelik,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,5,1,HP,Ethem,Akmercan,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,6,1,HP,Raif,İlkman,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,7,1,HP,Hüseyin,Tabur,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,8,1,HP,Oğuz,Akançay,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,9,1,HP,Çiler,Demirtay,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,10,1,HP,İlknur,Çetinkaya,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,11,1,HP,N.Elçin,Erbay,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,12,1,HP,Orhan,Delikuş,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,13,1,HP,Recep,Sayım,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,1,1,HP,Erek,Çağatay,GİRNE,0,0,0,0,Lefkosa
Lefkosa,2,1,HP,Jale,Refik Rogers,GİRNE,0,0,0,0,Lefkosa
Lefkosa,3,1,HP,Ahmet,Tokatlıoğlu,GİRNE,0,0,0,0,Lefkosa
Lefkosa,4,1,HP,Yusuf,Avcıoğlu,GİRNE,0,0,0,0,Lefkosa
Lefkosa,5,1,HP,Ledün,Caymaz,GİRNE,0,0,0,0,Lefkosa
Lefkosa,6,1,HP,Hasret,Balcıoğlu,GİRNE,0,0,0,0,Lefkosa
Lefkosa,7,1,HP,Aydın,Erhuy,GİRNE,0,0,0,0,Lefkosa
Lefkosa,8,1,HP,Erhan,Onuralp,GİRNE,0,0,0,0,Lefkosa
Lefkosa,9,1,HP,Muhammet,Ercan,GİRNE,0,0,0,0,Lefkosa
Lefkosa,10,1,HP,Bahadır,Ünlü,GİRNE,0,0,0,0,Lefkosa
Lefkosa,11,1,HP,Derya,Hoca,GİRNE,0,0,0,0,Lefkosa
Lefkosa,1,1,HP,Ramadan,Durmazer,GÜZELYURT,0,0,0,0,Lefkosa
Lefkosa,2,1,HP,Mazlum,Kortaş,GÜZELYURT,0,0,0,0,Lefkosa
Lefkosa,3,1,HP,Salahiddin,İskifoğlu,GÜZELYURT,0,0,0,0,Lefkosa
Lefkosa,1,1,HP,Ercan,Beşerler,İSKELE,0,0,0,0,Lefkosa
Lefkosa,2,1,HP,Kani,Buranay,İSKELE,0,0,0,0,Lefkosa
Lefkosa,3,1,HP,Emin,Onuş,İSKELE,0,0,0,0,Lefkosa
Lefkosa,4,1,HP,Havva,Elkovan,İSKELE,0,0,0,0,Lefkosa
Lefkosa,5,1,HP,Hanife,Demir,İSKELE,0,0,0,0,Lefkosa
Lefkosa,1,1,HP,Özdemir,Şanlıdağ,LEFKE,0,0,0,0,Lefkosa
Lefkosa,2,1,HP,Safure,Deniz,LEFKE,0,0,0,0,Lefkosa
Lefkosa,1,1,TDP,Cemal Gürsel,Özyiğit,LEFKOŞA,7,5,1,13,Lefkosa
Lefkosa,2,1,TDP,Halil,Hızal,LEFKOŞA,7,5,1,13,Lefkosa
Lefkosa,3,1,TDP,Nalan,Ersümer Aktan,LEFKOŞA,7,1,0,8,Lefkosa
Lefkosa,4,1,TDP,Safiye,Özaltıner,LEFKOŞA,7,0,0,7,Lefkosa
Lefkosa,5,1,TDP,Filiz,Uzun,LEFKOŞA,7,0,1,8,Lefkosa
Lefkosa,6,1,TDP,Mustafa,Yenigüç,LEFKOŞA,7,0,1,8,Lefkosa
Lefkosa,7,1,TDP,Çelen,Çağansoy,LEFKOŞA,7,3,1,11,Lefkosa
Lefkosa,8,1,TDP,Aytaç Ali,Baklacı,LEFKOŞA,7,1,0,8,Lefkosa
Lefkosa,9,1,TDP,H.Doğa,Yalçın,LEFKOŞA,7,0,1,8,Lefkosa
Lefkosa,10,1,TDP,Yeşim,İlkan,LEFKOŞA,7,1,1,9,Lefkosa
Lefkosa,11,1,TDP,Mehmet,Burhan,LEFKOŞA,7,0,2,9,Lefkosa
Lefkosa,12,1,TDP,Nevzat,Özkunt,LEFKOŞA,7,1,1,9,Lefkosa
Lefkosa,13,1,TDP,Aktan,Erdoğa,LEFKOŞA,7,0,1,8,Lefkosa
Lefkosa,14,1,TDP,Kamil,Yayıcı,LEFKOŞA,7,0,2,9,Lefkosa
Lefkosa,15,1,TDP,Ömer,Metbulut,LEFKOŞA,7,0,1,8,Lefkosa
Lefkosa,16,1,TDP,Tuğçe,Özmert,LEFKOŞA,7,0,2,9,Lefkosa
Lefkosa,1,1,TDP,Yeşim,Dede,GAZİMAĞUSA,7,4,0,11,Lefkosa
Lefkosa,2,1,TDP,Yasemin,Çobanoğlu,GAZİMAĞUSA,7,3,0,10,Lefkosa
Lefkosa,3,1,TDP,İlyas,Yağlı,GAZİMAĞUSA,7,2,0,9,Lefkosa
Lefkosa,4,1,TDP,Boysan,Boyra,GAZİMAĞUSA,7,5,0,12,Lefkosa
Lefkosa,5,1,TDP,Erkan,Sarı,GAZİMAĞUSA,7,2,0,9,Lefkosa
Lefkosa,6,1,TDP,Arzu,Demirel,GAZİMAĞUSA,7,1,0,8,Lefkosa
Lefkosa,7,1,TDP,Olgu,Tansuğ,GAZİMAĞUSA,7,0,0,7,Lefkosa
Lefkosa,8,1,TDP,Hüseyin,Angolemli,GAZİMAĞUSA,7,4,0,11,Lefkosa
Lefkosa,9,1,TDP,Ecevit,Aspri,GAZİMAĞUSA,7,0,0,7,Lefkosa
Lefkosa,10,1,TDP,Mustafa,Tekman,GAZİMAĞUSA,7,0,0,7,Lefkosa
Lefkosa,11,1,TDP,Celal,Nefesoğlu,GAZİMAĞUSA,7,0,0,7,Lefkosa
Lefkosa,12,1,TDP,Yüksel,Altuner,GAZİMAĞUSA,7,0,0,7,Lefkosa
Lefkosa,13,1,TDP,Ercan,Yüzüak,GAZİMAĞUSA,7,0,0,7,Lefkosa
Lefkosa,1,1,TDP,Evrim,Benzetsel,GİRNE,7,6,0,13,Lefkosa
Lefkosa,2,1,TDP,Zeki,Çeler,GİRNE,7,8,1,16,Lefkosa
Lefkosa,3,1,TDP,Şirin,Telli,GİRNE,7,0,0,7,Lefkosa
Lefkosa,4,1,TDP,Dilara,Korkmaz,GİRNE,7,0,0,7,Lefkosa
Lefkosa,5,1,TDP,Sibel,Karaca,GİRNE,7,6,3,16,Lefkosa
Lefkosa,6,1,TDP,Hamide,Dağkıranlar,GİRNE,7,0,2,9,Lefkosa
Lefkosa,7,1,TDP,Elmas,Tokay,GİRNE,7,0,2,9,Lefkosa
Lefkosa,8,1,TDP,Nuri,Sılay,GİRNE,7,1,3,11,Lefkosa
Lefkosa,9,1,TDP,Sibar,Aybar,GİRNE,7,0,3,10,Lefkosa
Lefkosa,10,1,TDP,Tolga,Atamer,GİRNE,7,0,0,7,Lefkosa
Lefkosa,11,1,TDP,Mustafa,Abraş,GİRNE,7,3,1,11,Lefkosa
Lefkosa,1,1,TDP,Faik,Arçay,GÜZELYURT,7,3,0,10,Lefkosa
Lefkosa,2,1,TDP,Kamil,Gilanlıoğulları,GÜZELYURT,7,1,0,8,Lefkosa
Lefkosa,3,1,TDP,Çayan,Volkan,GÜZELYURT,7,0,1,8,Lefkosa
Lefkosa,1,1,TDP,Elif,Özyiğit Cengiz,İSKELE,7,2,0,9,Lefkosa
Lefkosa,2,1,TDP,Mürüde,Çelikağ,İSKELE,7,0,1,8,Lefkosa
Lefkosa,3,1,TDP,Mehmet,Barut,İSKELE,7,0,0,7,Lefkosa
Lefkosa,4,1,TDP,Tülay,Alpler,İSKELE,7,0,1,8,Lefkosa
Lefkosa,5,1,TDP,Metin İsmet,Pekri,İSKELE,7,0,0,7,Lefkosa
Lefkosa,1,1,TDP,Turgut Reis,Karabetça,LEFKE,7,0,0,7,Lefkosa
Lefkosa,2,1,TDP,Hasan İzzet,Dinçoğlu,LEFKE,7,0,1,8,Lefkosa
Lefkosa,1,1,BAĞ,Adem,Yazıcı,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,1,1,BAĞ 2,İsmail,Yıldız,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,1,1,BAĞ 3,Ali,Sanatkar,İSKELE,0,0,0,0,Lefkosa
Lefkosa,1,2,UBP,Faiz,Sucuoğlu,LEFKOŞA,65,2,39,106,Lefkosa
Lefkosa,2,2,UBP,Olgun,Amcaoğlu,LEFKOŞA,65,2,35,102,Lefkosa
Lefkosa,3,2,UBP,Ahmet,Savaşan,LEFKOŞA,65,0,13,78,Lefkosa
Lefkosa,4,2,UBP,Sadık,Gardiyanoğlu,LEFKOŞA,65,0,21,86,Lefkosa
Lefkosa,5,2,UBP,Hasan,Taçoy,LEFKOŞA,65,2,23,90,Lefkosa
Lefkosa,6,2,UBP,Bertan,Zaroğlu,LEFKOŞA,65,2,13,80,Lefkosa
Lefkosa,7,2,UBP,Alişan,Şan,LEFKOŞA,65,1,10,76,Lefkosa
Lefkosa,8,2,UBP,Mehmet,Çelebioğlu,LEFKOŞA,65,1,32,98,Lefkosa
Lefkosa,9,2,UBP,Savaş,Atakan,LEFKOŞA,65,0,26,91,Lefkosa
Lefkosa,10,2,UBP,Zorlu,Töre,LEFKOŞA,65,1,21,87,Lefkosa
Lefkosa,11,2,UBP,Özgür,Arıkan,LEFKOŞA,65,0,8,73,Lefkosa
Lefkosa,12,2,UBP,Havva,Dağsever,LEFKOŞA,65,1,19,85,Lefkosa
Lefkosa,13,2,UBP,Fisun,Özsun,LEFKOŞA,65,0,15,80,Lefkosa
Lefkosa,14,2,UBP,Nurcan,Yardımcı,LEFKOŞA,65,0,8,73,Lefkosa
Lefkosa,15,2,UBP,Özlem,Sefer,LEFKOŞA,65,1,10,76,Lefkosa
Lefkosa,16,2,UBP,Sevil,Yönlüer,LEFKOŞA,65,0,19,84,Lefkosa
Lefkosa,1,2,UBP,Sunat,Atun,GAZİMAĞUSA,65,2,24,91,Lefkosa
Lefkosa,2,2,UBP,Dursun,Oğuz,GAZİMAĞUSA,65,2,24,91,Lefkosa
Lefkosa,3,2,UBP,Oğuzhan,Hasipoğlu,GAZİMAĞUSA,65,1,24,90,Lefkosa
Lefkosa,4,2,UBP,Mehmet,Başman,GAZİMAĞUSA,65,1,8,74,Lefkosa
Lefkosa,5,2,UBP,Hakan,Dinçyürek,GAZİMAĞUSA,65,1,9,75,Lefkosa
Lefkosa,6,2,UBP,Resmiye,Eroğlu Canaltay,GAZİMAĞUSA,65,3,14,82,Lefkosa
Lefkosa,7,2,UBP,İrem,Uygun Soyşen,GAZİMAĞUSA,65,0,5,70,Lefkosa
Lefkosa,8,2,UBP,Hüseyin,Çavuş,GAZİMAĞUSA,65,1,8,74,Lefkosa
Lefkosa,9,2,UBP,Meryem,Boyacı,GAZİMAĞUSA,65,0,7,72,Lefkosa
Lefkosa,10,2,UBP,Gürsel,Uzun,GAZİMAĞUSA,65,0,5,70,Lefkosa
Lefkosa,11,2,UBP,Bora,Akkuş,GAZİMAĞUSA,65,0,4,69,Lefkosa
Lefkosa,12,2,UBP,Sultan,Vural,GAZİMAĞUSA,65,1,14,80,Lefkosa
Lefkosa,13,2,UBP,Elif,Abiç,GAZİMAĞUSA,65,0,16,81,Lefkosa
Lefkosa,1,2,UBP,Kutlu,Evren,GİRNE,65,1,25,91,Lefkosa
Lefkosa,2,2,UBP,Ünal,Üstel,GİRNE,65,1,12,78,Lefkosa
Lefkosa,3,2,UBP,İzlem,Gürçağ Altuğra,GİRNE,65,0,17,82,Lefkosa
Lefkosa,4,2,UBP,Özdemir,Berova,GİRNE,65,0,22,87,Lefkosa
Lefkosa,5,2,UBP,Ferhat,Erişir,GİRNE,65,0,2,67,Lefkosa
Lefkosa,6,2,UBP,Türel,Özer Öksüzoğlu,GİRNE,65,1,21,87,Lefkosa
Lefkosa,7,2,UBP,Hasan,Küçük,GİRNE,65,0,9,74,Lefkosa
Lefkosa,8,2,UBP,Selim,Gökbörü,GİRNE,65,0,11,76,Lefkosa
Lefkosa,9,2,UBP,Mehmet Ali,Tunçbilek,GİRNE,65,0,11,76,Lefkosa
Lefkosa,10,2,UBP,Zalihe,Damdelen,GİRNE,65,0,11,76,Lefkosa
Lefkosa,11,2,UBP,Münevver,Çağın,GİRNE,65,0,9,74,Lefkosa
Lefkosa,1,2,UBP,Ali,Pilli,GÜZELYURT,65,1,15,81,Lefkosa
Lefkosa,2,2,UBP,Ziya,Öztürkler,GÜZELYURT,65,1,16,82,Lefkosa
Lefkosa,3,2,UBP,Hasan,Büyükoğlu,GÜZELYURT,65,0,4,69,Lefkosa
Lefkosa,1,2,UBP,Nazım,Çavuşoğlu,İSKELE,65,2,20,87,Lefkosa
Lefkosa,2,2,UBP,Yasemi,Öztürk,İSKELE,65,0,13,78,Lefkosa
Lefkosa,3,2,UBP,Mesut,Genç,İSKELE,65,0,11,76,Lefkosa
Lefkosa,4,2,UBP,Emrah,Yeşilırmak,İSKELE,65,0,3,68,Lefkosa
Lefkosa,5,2,UBP,Osman,Kırşan,İSKELE,65,1,15,81,Lefkosa
Lefkosa,1,2,UBP,Fırtına,Karanfil,LEFKE,65,0,14,79,Lefkosa
Lefkosa,2,2,UBP,Aytaç,Çaluda,LEFKE,65,1,22,88,Lefkosa
Lefkosa,1,2,CTP,Tufan,Erhürman,LEFKOŞA,37,2,28,67,Lefkosa
Lefkosa,2,2,CTP,Ürün,Solyalı,LEFKOŞA,37,0,21,58,Lefkosa
Lefkosa,3,2,CTP,Derviş,Deniz,LEFKOŞA,37,0,11,48,Lefkosa
Lefkosa,4,2,CTP,Sıla,Usar İncirli,LEFKOŞA,37,1,16,54,Lefkosa
Lefkosa,5,2,CTP,Muhittin,Tolga Özsağlam,LEFKOŞA,37,1,20,58,Lefkosa
Lefkosa,6,2,CTP,Doğuş,Derya,LEFKOŞA,37,2,15,54,Lefkosa
Lefkosa,7,2,CTP,Devrim,Barçın,LEFKOŞA,37,1,13,51,Lefkosa
Lefkosa,8,2,CTP,Filiz,Besim,LEFKOŞA,37,1,12,50,Lefkosa
Lefkosa,9,2,CTP,Ahmet,Muratoğlu,LEFKOŞA,37,0,9,46,Lefkosa
Lefkosa,10,2,CTP,Ödül,Muhtaroğlu,LEFKOŞA,37,0,18,55,Lefkosa
Lefkosa,11,2,CTP,Cenk,Paşa,LEFKOŞA,37,1,11,49,Lefkosa
Lefkosa,12,2,CTP,Haffe,Işısal,LEFKOŞA,37,0,5,42,Lefkosa
Lefkosa,13,2,CTP,Hasan,Ecer,LEFKOŞA,37,1,9,47,Lefkosa
Lefkosa,14,2,CTP,Ayşe,Alioğlu,LEFKOŞA,37,0,14,51,Lefkosa
Lefkosa,15,2,CTP,Derviş,Bladanlı,LEFKOŞA,37,0,10,47,Lefkosa
Lefkosa,16,2,CTP,Hülya,Batunlu,LEFKOŞA,37,0,12,49,Lefkosa
Lefkosa,1,2,CTP,Asım,Akansoy,GAZİMAĞUSA,37,1,13,51,Lefkosa
Lefkosa,2,2,CTP,Seran,Aysal,GAZİMAĞUSA,37,0,9,46,Lefkosa
Lefkosa,3,2,CTP,Teberrüken,Uluçay,GAZİMAĞUSA,37,0,12,49,Lefkosa
Lefkosa,4,2,CTP,Yasin,Yeni,GAZİMAĞUSA,37,0,1,38,Lefkosa
Lefkosa,5,2,CTP,Erkut,Şahali,GAZİMAĞUSA,37,0,11,48,Lefkosa
Lefkosa,6,2,CTP,Hamit,Caner,GAZİMAĞUSA,37,1,11,49,Lefkosa
Lefkosa,7,2,CTP,Şifa,Çolakoğlu,GAZİMAĞUSA,37,0,9,46,Lefkosa
Lefkosa,8,2,CTP,Behcet,Öznacar,GAZİMAĞUSA,37,1,8,46,Lefkosa
Lefkosa,9,2,CTP,Ceyhun,Ümiter,GAZİMAĞUSA,37,1,6,44,Lefkosa
Lefkosa,10,2,CTP,Gaye,Astan Çoban,GAZİMAĞUSA,37,0,10,47,Lefkosa
Lefkosa,11,2,CTP,Derviş,Karaca,GAZİMAĞUSA,37,1,5,43,Lefkosa
Lefkosa,12,2,CTP,Cihan,Tunçeli,GAZİMAĞUSA,37,0,10,47,Lefkosa
Lefkosa,13,2,CTP,Erkan,Tekeli,GAZİMAĞUSA,37,0,9,46,Lefkosa
Lefkosa,1,2,CTP,Ongun,Talat,GİRNE,37,0,18,55,Lefkosa
Lefkosa,2,2,CTP,Fikri,Toros,GİRNE,37,1,17,55,Lefkosa
Lefkosa,3,2,CTP,Ceyhun,Birinci,GİRNE,37,0,8,45,Lefkosa
Lefkosa,4,2,CTP,Fazilet,Özdenefe,GİRNE,37,0,13,50,Lefkosa
Lefkosa,5,2,CTP,Salih,Sarpten,GİRNE,37,0,7,44,Lefkosa
Lefkosa,6,2,CTP,Pembe,Ardıç,GİRNE,37,0,13,50,Lefkosa
Lefkosa,7,2,CTP,Alpay,Çelebi,GİRNE,37,0,3,40,Lefkosa
Lefkosa,8,2,CTP,Mahmut,Kanber,GİRNE,37,0,1,38,Lefkosa
Lefkosa,9,2,CTP,Özge,Tahiroğlu,GİRNE,37,0,3,40,Lefkosa
Lefkosa,10,2,CTP,Niyal,Öztürk,GİRNE,37,0,9,46,Lefkosa
Lefkosa,11,2,CTP,Mustafa,İlgen,GİRNE,37,0,3,40,Lefkosa
Lefkosa,1,2,CTP,Armağan,Candan,GÜZELYURT,37,0,8,45,Lefkosa
Lefkosa,2,2,CTP,Mehmet,Bozer,GÜZELYURT,37,1,2,40,Lefkosa
Lefkosa,3,2,CTP,Aslı,Murat,GÜZELYURT,37,1,11,49,Lefkosa
Lefkosa,1,2,CTP,Fide,Kürşat,İSKELE,37,1,16,54,Lefkosa
Lefkosa,2,2,CTP,Biray,Hamzaoğulları,İSKELE,37,0,7,44,Lefkosa
Lefkosa,3,2,CTP,Suphi,Coşkun,İSKELE,37,1,4,42,Lefkosa
Lefkosa,4,2,CTP,Fikret,Civisilli,İSKELE,37,0,6,43,Lefkosa
Lefkosa,5,2,CTP,Yalçın,Kömürcügil,İSKELE,37,0,3,40,Lefkosa
Lefkosa,1,2,CTP,Salahi,Şahiner,LEFKE,37,2,13,52,Lefkosa
Lefkosa,2,2,CTP,Tuncay,Sarıyer,LEFKE,37,0,5,42,Lefkosa
Lefkosa,1,2,DP,Ali,Tunçtaşlı,LEFKOŞA,4,1,2,7,Lefkosa
Lefkosa,2,2,DP,Mert,Taşkın,LEFKOŞA,4,1,2,7,Lefkosa
Lefkosa,3,2,DP,Mehmet,Çıldır,LEFKOŞA,4,0,1,5,Lefkosa
Lefkosa,4,2,DP,Hasan,Tosunoğlu,LEFKOŞA,4,0,2,6,Lefkosa
Lefkosa,5,2,DP,Serhan,Aktunç,LEFKOŞA,4,0,2,6,Lefkosa
Lefkosa,6,2,DP,Özlem,Dinçoğlu,LEFKOŞA,4,0,2,6,Lefkosa
Lefkosa,7,2,DP,Sinem,Tip,LEFKOŞA,4,0,1,5,Lefkosa
Lefkosa,8,2,DP,Funda,Özsakınç,LEFKOŞA,4,0,1,5,Lefkosa
Lefkosa,9,2,DP,İnanç,Babaliki,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,10,2,DP,Hüseyin,Akcan,LEFKOŞA,4,0,2,6,Lefkosa
Lefkosa,11,2,DP,Fatma,Öztürk Çatal,LEFKOŞA,4,0,1,5,Lefkosa
Lefkosa,12,2,DP,Ali,Horoz,LEFKOŞA,4,0,1,5,Lefkosa
Lefkosa,13,2,DP,Mehmet,Ortak,LEFKOŞA,4,0,2,6,Lefkosa
Lefkosa,14,2,DP,Emel,Sayar,LEFKOŞA,4,0,1,5,Lefkosa
Lefkosa,15,2,DP,Çetin,Sadeli,LEFKOŞA,4,1,3,8,Lefkosa
Lefkosa,16,2,DP,Mete,Bayramoğlu,LEFKOŞA,4,0,1,5,Lefkosa
Lefkosa,1,2,DP,Fikri,Ataoğlu,GAZİMAĞUSA,4,1,2,7,Lefkosa
Lefkosa,2,2,DP,Mücahit,Kaya,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,3,2,DP,Şirin,Zaimağaoğlu,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,4,2,DP,Mehmet,Hasgüler,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,5,2,DP,Ahmet,Demirel,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,6,2,DP,Ömer,Gökel,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,7,2,DP,Fikret,Deniz,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,8,2,DP,Nuray,Uncu,GAZİMAĞUSA,4,0,2,6,Lefkosa
Lefkosa,9,2,DP,Benek,Çağakanlı,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,10,2,DP,Ali Anıl,Yüce,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,11,2,DP,Soyhan,Bilgeer,GAZİMAĞUSA,4,0,2,6,Lefkosa
Lefkosa,12,2,DP,Alpaslan,Diktaş,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,13,2,DP,Leyla,Avğın,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,1,2,DP,Serhat,Akpınar,GİRNE,4,3,2,9,Lefkosa
Lefkosa,2,2,DP,Hande,Kayasal Çelikden,GİRNE,4,0,0,4,Lefkosa
Lefkosa,3,2,DP,Redif,Nurel,GİRNE,4,0,1,5,Lefkosa
Lefkosa,4,2,DP,Harun,Demir,GİRNE,4,0,1,5,Lefkosa
Lefkosa,5,2,DP,Cemre,Seziner,GİRNE,4,0,0,4,Lefkosa
Lefkosa,6,2,DP,Orsel,Neşe,GİRNE,4,1,2,7,Lefkosa
Lefkosa,7,2,DP,Enver,Hoca,GİRNE,4,0,2,6,Lefkosa
Lefkosa,8,2,DP,Aslı,Babayiğit Cansız,GİRNE,4,0,1,5,Lefkosa
Lefkosa,9,2,DP,Arif,Uzunali,GİRNE,4,0,0,4,Lefkosa
Lefkosa,10,2,DP,Atilla,Deva,GİRNE,4,0,0,4,Lefkosa
Lefkosa,11,2,DP,Nazim,Arslan,GİRNE,4,0,1,5,Lefkosa
Lefkosa,1,2,DP,Rahme,Öğütveren,GÜZELYURT,4,0,1,5,Lefkosa
Lefkosa,2,2,DP,Erkan,Kaya,GÜZELYURT,4,0,0,4,Lefkosa
Lefkosa,3,2,DP,Eliz,Fellahoğlu,GÜZELYURT,4,0,1,5,Lefkosa
Lefkosa,1,2,DP,Mine,Emiroğlu,İSKELE,4,0,1,5,Lefkosa
Lefkosa,2,2,DP,Maşallah,Cihangir,İSKELE,4,0,1,5,Lefkosa
Lefkosa,3,2,DP,Hür,Alevkayalı,İSKELE,4,0,0,4,Lefkosa
Lefkosa,4,2,DP,Musa,Nurçin,İSKELE,4,0,1,5,Lefkosa
Lefkosa,5,2,DP,Çağla,Eroğlu,İSKELE,4,0,1,5,Lefkosa
Lefkosa,1,2,DP,Gürsel,Bağlaş,LEFKE,4,0,1,5,Lefkosa
Lefkosa,2,2,DP,Hüseyin,Turaç,LEFKE,4,0,1,5,Lefkosa
Lefkosa,1,2,TKP,Mehmet,Çakıcı,LEFKOŞA,0,1,0,1,Lefkosa
Lefkosa,2,2,TKP,Ersen,Sururi,LEFKOŞA,0,0,0,0,Lefkosa
